,Site,Code,Ucode,,,TStart,TStop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEName,EName
GTsP-4,LC107,-,LP,,1973,*,GTsP- LC107,"Ploshchadka  107 (PU 1 or 2), GTsP-4, Kapustin Yar",-,46.3000,48.6000,0.0200,RVSN,-                -,,-
GTsP-4,LC107/1,-,LP,,1973,*,GTsP- LC107/1,"Ploshchadka  107/1, GTsP-4, Kapustin Yar",-,46.3001,48.5406,0.0002,RVSN,-                -,,-
GTsP-4,LC107/2,-,LP,,1973,*,GTsP- LC107/2,"Ploshchadka  107/2, GTsP-4, Kapustin Yar",-,46.2978,48.5400,0.0002,RVSN,-                -,,-
GTsP-4,LC84,-,LP,,1964 Dec  1,1967 Dec 19,GTsP- LC84,"Ploshchadka  84 GTsP-4, Kapustin Yar",-,46.2500,48.5500,0.0200,RVSN,-                -,,-
GTsP-4,LC86,-,LP,,1964 Dec  1,1967 Dec 19,GTsP- LC86,"Ploshchadka  86 (PU 1 or 4), GTsP-4, Kapustin Yar",-,46.2500,48.5500,0.0200,RVSN,-                -,,-
GTsP-4,LC86/1,-,LP,,1964 Dec  1,1967 Dec 19,GTsP- LC86/1,"Ploshchadka  86/1, GTsP-4, Kapustin Yar",-,46.2948,48.5688,0.0002,RVSN,-                -,,-
GTsP-4,LC86/4,-,LP,,1967 Dec 26,1973 Apr 19,GTsP- LC86/4,"Ploshchadka  86/4, GTsP-4, Kapustin Yar",-,46.2957,48.5568,0.0002,RVSN,-                -,,-
GTsP-4,PL87,-,LP,,1946,*,GTsP- PL87,"Ploshchadka 87, GTsP-4, Kapustin Yar",-,45.8000,48.5000,0.1000,RVSN,-                -,,-
GTsP-4,SM-49,-,LP,,1955,1960?,GTsP- SM-49,"SM-49 submarine simulator, Kapustin Yar",-,45.8000,48.5000,0.1000,RVSN,-                -,,-
GTsP-4,SP-2,-,LP,,1955,1960?,GTsP- SP-2,"Unknown site for R-2A launches, near KY",-,45.8000,48.5000,1.0000,RVSN,-                -,,-
HAD,LM10-DS,-,LP,,1971 Aug  2,1971 Aug  2,HAD   LM10-DS,"LM 10 Descent Stage, Hadley Base, Montes Apenninus, Montes Apenninus B4",Luna,3.6600,26.0800,0.0100,NASA,-                -,,-
HADC,A,-,LP,,1949 Dec  2,*,HADC  A,"Holloman Air Development Center, Aerobee tower",-,-106.1228,32.8931,0.0010,USAF,-                -,,WS
HADC,NATIV,-,LP,,1949 Dec  2,*,HADC  NATIV,"Holloman Air Development Center, NATIV pad (=LP1?)",-,-106.1272,32.8892,0.0100,USAF,-                -,,WS
HADC,LP1,-,LP,,1949,1951,HADC  LP1,"Unidentified pad at HADC, possibly NATIV? ACC property 1139",-,-106.1272,32.8892,0.0001,USAF,-                -,,WS
HADC,LP2,-,LP,,1949,1951,HADC  LP2,"Unidentified pad at HADC, possibly NATIV? ACC property 1142",-,-106.1277,32.8844,0.0001,USAF,-                -,,WS
HADC,SLED,-,LP,,1949 Dec  2,*,HADC  SLED,"Holloman Air Development Center, Sled Test Track",-,-106.1499,32.8848,0.0001,USAF,-                -,,WS
HADC,ZEL,-,LP,,1949 Dec  2,*,HADC  ZEL,"Holloman Air Development Center, Able-51/ZEL for Matador/Mace",-,-106.1475,32.8665,0.0001,USAF,-                -,,WS
HH,RW14/32,-,LP,,1959,1967,HH    RW14/32,"RW14/32, Hidden Hills Dry Lake, California",-,-115.9500,36.0000,0.0200,NASA/USAF,-                -,,-
HH,A1,-,LP,,1959,1967,HH    A1,"Hidden Hills drop zone A1, California",-,-115.7700,36.3500,0.0200,NASA/USAF,-                -,,-
HH,A2,-,LP,,1959,1967,HH    A2,"Hidden Hills drop zone A2, California",-,-115.9800,36.3300,0.0200,NASA/USAF,-                -,,-
HH,A3,-,LP,,1959,1967,HH    A3,"Hidden Hills drop zone A3, California",-,-116.0300,36.3700,0.0200,NASA/USAF,-                -,,-
HH,A4,-,LP,,1959,1967,HH    A4,"Hidden Hills drop zone A4, California",-,-116.1800,36.3300,0.0200,NASA/USAF,-                -,,-
HH,A5,-,LP,,1959,1967,HH    A5,"Hidden Hills drop zone A5, California",-,-116.2700,36.3000,0.0200,NASA/USAF,-                -,,-
HH,B1,-,LP,,1959,1967,HH    B1,"Hidden Hills drop zone B1, California",-,-115.6600,35.9400,0.0200,NASA/USAF,-                -,,-
HH,B2,-,LP,,1959,1967,HH    B2,"Hidden Hills drop zone B2, California",-,-115.6500,35.9700,0.0200,NASA/USAF,-                -,,-
HH,B3,-,LP,,1959,1967,HH    B3,"Hidden Hills drop zone B3, California",-,-115.6500,35.9200,0.0200,NASA/USAF,-                -,,-
HMG,Beni,-,LP,,1949,1967,HMG   Beni,"Beni Abbes, Algerie",-,-3.0830,30.8870,2.0000,F,-                -,,-
HMG,Bacchus,-,LP,,1952,1967,HMG   Bacchus,"Bacchus, CIEES B2, Hammaguir, Algerie",-,-3.0700,30.8700,0.0500,F,-                -,,-
HMG,Beatrice,-,LP,,1952,1967,HMG   Beatrice,"Beatrice, CIEES B2, Hammaguir, Algerie",-,-3.0700,30.8700,0.0500,F,-                -,,-
HMG,Blandine,-,LP,,1952,1967,HMG   Blandine,"Blandine, CIEES B2, Hammaguir, Algerie",-,-3.0700,30.8700,0.0500,F,-                -,,-
HMG,Brigitte,-,LP,,1952,1967,HMG   Brigitte,"Brigitte, CIEES B2, Hammaguir, Algerie",-,-3.0700,30.9000,0.0500,F,-                -,,-
HMG,Agate,-,LP,,1952,1967,HMG   Brigitte/A,"Agate launcher, Brigitte, CIEES B2, Hammaguir, Algerie",-,-3.0700,30.9000,0.0500,F,-                -,,-
HMG,Bechar,-,LP,,1952 May 20,1965 Nov 18,HMG   Bechar,"Bou Hammadi, CIEES B0, Colomb-Bechar, Algerie",-,-2.3000,31.7200,0.0100,F,-                -,,-
HMG,Leger,-,LP,,1949,1967,HMG   Leger,"Base Georges Leger, CIEES B1, Hameida Hammada, Colomb-Bechar, Algerie",-,-2.2200,31.6200,0.0100,F,-                -,,-
HVP,P7,-,LP,,1942,1945,HVP   P7,"Test Stand P7, Heersversuchsstelle Peenemunde",-,13.8010,54.1730,0.0100,WEHR,-                -,,-
HVP,P10,-,LP,,1942,1945,HVP   P10,"Launch Site P10, Heersversuchsstelle Peenemunde",-,13.8150,54.1620,0.0500,WEHR,-                -,,-
HVP,GWO,-,LP,,1944,1945,HVP   GWO,"Greifswalder Oie, Mecklenburg-Vorpommern, Deutschland",-,13.9200,54.2500,0.0200,WEHR,-                -,,-
HVP,SK,-,LP,,1942,1945,HVP   SK,"Siedlung Kalrshagen, Heersversuchsstelle Peenemunde",-,13.8010,54.1730,0.0500,WEHR,-                -,,-
IGY01,LP1,-,LP,,1957,1958,IGY01 LP1,"IGY Rockoon Launch Site 1, Atlantic Ocean LP1",-,-54.0000,55.0000,0.0200,USN,-                -,,-
IGY01,LP2,-,LP,,1957,1958,IGY01 LP2,"IGY Rockoon Launch Site 1, Atlantic Ocean LP2",-,-54.4200,56.6200,0.0200,USN,-                -,,-
IGY01,LP3,-,LP,,1957,1958,IGY01 LP3,"IGY Rockoon Launch Site 1, Atlantic Ocean LP3",-,-56.2800,62.2700,0.0200,USN,-                -,,-
IGY01,LP4,-,LP,,1957,1958,IGY01 LP4,"IGY Rockoon Launch Site 1, Atlantic Ocean LP4",-,-56.1500,63.9300,0.0200,USN,-                -,,-
IGY01,LP5,-,LP,,1957,1958,IGY01 LP5,"IGY Rockoon Launch Site 1, Atlantic Ocean LP5",-,-57.0500,67.3300,0.0200,USN,-                -,,-
IGY01,LP6,-,LP,,1957,1958,IGY01 LP6,"IGY Rockoon Launch Site 1, Atlantic Ocean LP6",-,-58.5200,72.9200,0.0200,USN,-                -,,-
IGY01,LP7,-,LP,,1957,1958,IGY01 LP7,"IGY Rockoon Launch Site 1, Atlantic Ocean LP7",-,-63.3200,75.2000,0.0200,USN,-                -,,-
IGY01,LP8,-,LP,,1957,1958,IGY01 LP8,"IGY Rockoon Launch Site 1, Atlantic Ocean LP8",-,-63.5700,74.3000,0.0200,USN,-                -,,-
IGY01,LP9,-,LP,,1957,1958,IGY01 LP9,"IGY Rockoon Launch Site 1, Atlantic Ocean LP9",-,-58.3300,72.0700,0.0200,USN,-                -,,-
IGY01,LP10,-,LP,,1957,1958,IGY01 LP10,"IGY Rockoon Launch Site 1, Atlantic Ocean LP10",-,-57.0000,70.4000,0.0200,USN,-                -,,-
IGY01,LP11,-,LP,,1957,1958,IGY01 LP11,"IGY Rockoon Launch Site 1, Atlantic Ocean LP11",-,-54.9300,66.6700,0.0200,USN,-                -,,-
IGY01,LP12,-,LP,,1957,1958,IGY01 LP12,"IGY Rockoon Launch Site 1, Atlantic Ocean LP12",-,-53.9500,64.6800,0.0200,USN,-                -,,-
IGY01,LP13,-,LP,,1957,1958,IGY01 LP13,"IGY Rockoon Launch Site 1, Atlantic Ocean LP13",-,-53.7200,63.0500,0.0200,USN,-                -,,-
IGY01,LP14,-,LP,,1957,1958,IGY01 LP14,"IGY Rockoon Launch Site 1, Atlantic Ocean LP14",-,-49.2700,60.5800,0.0200,USN,-                -,,-
IGY01,LP15,-,LP,,1957,1958,IGY01 LP15,"IGY Rockoon Launch Site 1, Atlantic Ocean LP15",-,-47.8000,59.3000,0.0200,USN,-                -,,-
IGY01,LP16,-,LP,,1957,1958,IGY01 LP16,"IGY Rockoon Launch Site 1, Atlantic Ocean LP16",-,-48.1500,57.7300,0.0200,USN,-                -,,-
IGY01,LP17,-,LP,,1957,1958,IGY01 LP17,"IGY Rockoon Launch Site 1, Atlantic Ocean LP17",-,-48.7700,56.2200,0.0200,USN,-                -,,-
IGY01,LP18,-,LP,,1957,1958,IGY01 LP18,"IGY Rockoon Launch Site 1, Atlantic Ocean LP18",-,-48.9300,55.6700,0.0200,USN,-                -,,-
IGY02,LP1,US,LP,,1957 Sep 23,1957 Nov 10,IGY02 -,"1957 NRL USS Glacier cruise, Atlantic and Pacific Oceans",-,-0.9900,0.8300,0.0200,USN,-                -,,-
IGY02,LP2,-,LP,,1957,1958,IGY03 -,"IGY Rockoon Launch Site 3, Atlantic Ocean",-,-74.4000,25.3300,0.0200,USN,-                -,,-
IGY02,LP3,-,LP,,1957,1958,IGY04 -,"IGY Rockoon Launch Site 4, Atlantic Ocean",-,-89.4800,5.4700,0.0200,USN,-                -,,-
IGY02,LP4,-,LP,,1957,1958,IGY05 -,"IGY Rockoon Launch Site 5, Pacific Ocean",-,-143.1300,2.1700,0.0200,USN,-                -,,-
IGY02,LP5,-,LP,,1957,1958,IGY06 -,"IGY Rockoon Launch Site 6, Pacific Ocean",-,-150.3800,2.2700,0.0200,USN,-                -,,-
IGY02,LP6,-,LP,,1957,1958,IGY07 -,"IGY Rockoon Launch Site 7, Pacific Ocean",-,-156.6300,7.1200,0.0200,USN,-                -,,-
IGY02,LP7,-,LP,,1957,1958,IGY08 -,"IGY Rockoon Launch Site 8, Pacific Ocean",-,-156.9200,6.4700,0.0200,USN,-                -,,-
IGY02,LP8,-,LP,,1957,1958,IGY09 -,"IGY Rockoon Launch Site 9, Pacific Ocean",-,-157.0200,6.1800,0.0200,USN,-                -,,-
IGY02,LP9,-,LP,,1957,1958,IGY10 -,"IGY Rockoon Launch Site 10, Pacific Ocean",-,-158.0120,3.9300,0.0200,USN,-                -,,-
IGY02,LP10,-,LP,,1957,1958,IGY11 -,"IGY Rockoon Launch Site 11, Pacific Ocean",-,-158.0120,3.3800,0.0200,USN,-                -,,-
IGY02,LP11,-,LP,,1957,1958,IGY12 -,"IGY Rockoon Launch Site 12, Pacific Ocean",-,-159.9200,1.8700,0.0200,USN,-                -,,-
IGY02,LP12,-,LP,,1957,1958,IGY13 -,"IGY Rockoon Launch Site 13, Pacific Ocean",-,-160.5300,0.8000,0.0200,USN,-                -,,-
IGY02,LP13,-,LP,,1957,1958,IGY14 -,"IGY Rockoon Launch Site 14, Pacific Ocean",-,-160.8700,0.3500,0.0200,USN,-                -,,-
IGY02,LP14,-,LP,,1957,1958,IGY15 -,"IGY Rockoon Launch Site 15, Pacific Ocean",-,-161.0800,-2.0800,0.0200,USN,-                -,,-
IGY02,LP15,-,LP,,1957,1958,IGY16 -,"IGY Rockoon Launch Site 16, Pacific Ocean",-,-161.4200,-2.5200,0.0200,USN,-                -,,-
IGY02,LP16,-,LP,,1957,1958,IGY17 -,"IGY Rockoon Launch Site 17, Pacific Ocean",-,-161.4700,-2.8300,0.0200,USN,-                -,,-
IGY02,LP17,-,LP,,1957,1958,IGY18 -,"IGY Rockoon Launch Site 18, Pacific Ocean",-,-162.1700,-6.5700,0.0200,USN,-                -,,-
IGY02,LP18,-,LP,,1957,1958,IGY19 -,"IGY Rockoon Launch Site 19, Pacific Ocean",-,-163.4000,-17.7000,0.0200,USN,-                -,,-
IGY02,LP19,-,LP,,1957,1958,IGY20 -,"IGY Rockoon Launch Site 20, Pacific Ocean",-,-165.9800,-39.0700,0.0200,USN,-                -,,-
IGY02,LP20,-,LP,,1957,1958,IGY21 -,"IGY Rockoon Launch Site 21, Pacific Ocean",-,-166.1800,-40.4500,0.0200,USN,-                -,,-
IGY02,LP21,-,LP,,1957,1958,IGY22 -,"IGY Rockoon Launch Site 22, Pacific Ocean",-,-169.6500,-50.7200,0.0200,USN,-                -,,-
IGY02,LP22,-,LP,,1957,1958,IGY23 -,"IGY Rockoon Launch Site 23, Pacific Ocean",-,-176.1000,-60.0800,0.0200,USN,-                -,,-
IGY02,LP23,-,LP,,1957,1958,IGY24 -,"IGY Rockoon Launch Site 24, Pacific Ocean",-,-176.6300,-60.7300,0.0200,USN,-                -,,-
IGY02,LP24,-,LP,,1957,1958,IGY25 -,"IGY Rockoon Launch Site 25, Pacific Ocean",-,-177.8500,-65.0500,0.0200,USN,-                -,,-
IGY02,LP25,-,LP,,1957,1958,IGY26 -,"IGY Rockoon Launch Site 26, Pacific Ocean",-,-177.6300,-65.3800,0.0200,USN,-                -,,-
IGY02,LP26,-,LP,,1957,1958,IGY27 -,"IGY Rockoon Launch Site 27, Pacific Ocean",-,175.7000,-70.2300,0.0200,USN,-                -,,-
IGY02,LP27,-,LP,,1957,1958,IGY28 -,"IGY Rockoon Launch Site 28, Pacific Ocean",-,175.8300,-70.8000,0.0200,USN,-                -,,-
IGY02,LP28,-,LP,,1957,1958,IGY29 -,"IGY Rockoon Launch Site 29, Pacific Ocean",-,176.1300,-71.1700,0.0200,USN,-                -,,-
IGY02,LP29,-,LP,,1957,1958,IGY30 -,"IGY Rockoon Launch Site 30, Pacific Ocean",-,176.7500,-71.4700,0.0200,USN,-                -,,-
IGY02,LP30,-,LP,,1957,1958,IGY31 -,"IGY Rockoon Launch Site 31, Pacific Ocean",-,176.6700,-71.9700,0.0200,USN,-                -,,-
IGY02,LP31,-,LP,,1957,1958,IGY32 -,"IGY Rockoon Launch Site 32, Pacific Ocean",-,173.5500,-70.8500,0.0200,USN,-                -,,-
IGY02,LP32,-,LP,,1957,1958,IGY33 -,"IGY Rockoon Launch Site 33, Pacific Ocean",-,173.6300,-69.5300,0.0200,USN,-                -,,-
IGY02,LP33,-,LP,,1957,1958,IGY34 -,"IGY Rockoon Launch Site 34, Pacific Ocean",-,174.6200,-66.5800,0.0200,USN,-                -,,-
IGY02,LP34,-,LP,,1957,1958,IGY35 -,"IGY Rockoon Launch Site 35, Pacific Ocean",-,174.6800,-66.1500,0.0200,USN,-                -,,-
IGY02,LP35,-,LP,,1957,1958,IGY36 -,"IGY Rockoon Launch Site 36, Pacific Ocean",-,173.9200,-48.3000,0.0200,USN,-                -,,-
IGY02,LP36,-,LP,,1957,1958,IGY37 -,"IGY Rockoon Launch Site 37, Pacific Ocean",-,173.8300,-48.0200,0.0200,USN,-                -,,-
IOR2,LP1,-,LP,,1967,1967,IOR2  LP1,"Vokyekov Expedition 1967, IOR  Launch Position 1",-,87.2830,-0.5300,0.0100,SU,-                -,,-
IOR2,LP2,-,LP,,1967,1967,IOR2  LP2,"Vokyekov Expedition 1967, IOR  Launch Position 2",-,61.1660,-13.0200,0.0100,SU,-                -,,-
IOR2,LP3,-,LP,,1967,1967,IOR2  LP3,"Vokyekov Expedition 1967, IOR  Launch Position 3",-,60.0830,-39.4670,0.0100,SU,-                -,,-
IOR2,LP4,-,LP,,1967,1967,IOR2  LP4,"Vokyekov Expedition 1967, IOR  Launch Position 4",-,59.8330,-47.7170,0.0100,SU,-                -,,-
IOR2,LP5,-,LP,,1967,1967,IOR2  LP5,"Vokyekov Expedition 1967, IOR  Launch Position 5",-,59.8000,-56.1330,0.0100,SU,-                -,,-
IOR2,LP6,-,LP,,1967,1967,IOR2  LP6,"Vokyekov Expedition 1967, IOR  Launch Position 6",-,60.1670,-60.0330,0.0100,SU,-                -,,-
IOR2,LP7,-,LP,,1967,1967,IOR2  LP7,"Vokyekov Expedition 1967, IOR  Launch Position 7",-,64.9830,-20.0330,0.0100,SU,-                -,,-
IQBA,N,-,LP,,2003,2003,Basra N,Mobile launchers N of Basra,"Basra, Iraq",47.8200,30.5000,0.5000,IQ,-                -,,-
IQBA,NQ,-,LP,,2003,2003,Basra-Qurnah,"Mobile launcher, Qurnah, N of Basra","Basra, Iraq",47.4300,31.0200,0.1000,IQ,-                -,,-
IQBA,S,-,LP,,2003,2003,Basra S,Mobile launchers S of Basra,"Basra, Iraq",47.8200,30.5000,0.5000,IQ,-                -,,-
IQBA,W,-,LP,,2003,2003,Basra W,Mobile launchers W of Basra,"Basra, Iraq",47.8200,30.5000,0.5000,IQ,-                -,,-
IQBA,NW,-,LP,,2003,2003,Basra NW,Mobile launchers NW of Basra,"Basra, Iraq",47.8200,30.5000,0.5000,IQ,-                -,,-
JHAM,S,-,LP,,2003,2003,JHAM South Site,"South Site, Jabal Hamzah","Jabal Hamzah, Egypt",30.6167,30.1003,0.0002,EGAO,-                -,,-
JHIM,G350,-,LP,,1990,1990,Jebel Himreen,"0.35m  gun, Jebel Himreen",Iraq,45.3000,34.0000,0.5000,IQ,-                -,,-
JI,S,-,LP,,1958,1975,JI    S,Johnston Island DOMINIC south launchers,-,-169.5238,16.7374,0.0001,USAF,-                -,,-
JI,LE1,-,LP,,1962,1975,JI    LE1,"Launch Emplacement 1, Johnston Island NW end  [Former VAFB LE-7?]",-,-169.5379,16.7296,0.0001,USAF,-                -,,-
JI,LE2,-,LP,,1962,1975,JI    LE2,"Launch Emplacement 2, Johnston Island NW end  [Former VAFB LE-8?]",-,-169.5344,16.7321,0.0001,USAF,-                -,,-
JI,LC1,-,LP,,1958,1958,JI    LC1,"Redstone Pad 1, Johnston Island east end",-,-169.5256,16.7336,0.0002,USAF,-                -,,-
JI,UL6,Pad 6,LP,,1958,1958,JI    UL6,"Universal Launcher 6, Johnston Island",-,-169.5240,16.7370,0.0200,USAF,-                -,,-
JI,Pad 1,-,LP,,1962,1963,JI    Pad 1,"Launcher  1, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 2,-,LP,,1962,1963,JI    Pad 2,"Launcher  2, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 3,-,LP,,1962,1963,JI    Pad 3,"Launcher  3, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 4,-,LP,,1962,1963,JI    Pad 4,"Launcher  4, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 5,-,LP,,1962,1963,JI    Pad 5,"Launcher  5, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 6,-,LP,,1962,1963,JI    Pad 6,"Launcher  6, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 7,-,LP,,1962,1963,JI    Pad 7,"Launcher  7, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 8,-,LP,,1962,1963,JI    Pad 8,"Launcher  8, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 9,-,LP,,1962,1963,JI    Pad 9,"Launcher  9, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 10,-,LP,,1962,1963,JI    Pad 10,"Launcher 10, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 11,-,LP,,1962,1963,JI    Pad 11,"Launcher 11, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 12,-,LP,,1962,1963,JI    Pad 12,"Launcher 12, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 13,-,LP,,1962,1963,JI    Pad 13,"Launcher 13, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 14,-,LP,,1962,1963,JI    Pad 14,"Launcher 14, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 15,-,LP,,1962,1963,JI    Pad 15,"Launcher 15, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 16,-,LP,,1962,1963,JI    Pad 16,"Launcher 16, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 17,-,LP,,1962,1963,JI    Pad 17,"Launcher 17, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 18,-,LP,,1962,1963,JI    Pad 18,"Launcher 18, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 19,-,LP,,1962,1963,JI    Pad 19,"Launcher 19, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 20,-,LP,,1962,1963,JI    Pad 20,"Launcher 20, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 21,-,LP,,1962,1963,JI    Pad 21,"Launcher 21, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 22,-,LP,,1962,1963,JI    Pad 22,"Launcher 22, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 23,-,LP,,1962,1963,JI    Pad 23,"Launcher 23, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 24,-,LP,,1962,1963,JI    Pad 24,"Launcher 24, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 25,-,LP,,1962,1963,JI    Pad 25,"Launcher 25, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 26,-,LP,,1962,1963,JI    Pad 26,"Launcher 26, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,Pad 27,-,LP,,1962,1963,JI    Pad 27,"Launcher 27, Johnston Island",-,-169.5300,16.7300,0.0100,USAF,-                -,,-
JI,HAD23,Pad 23,LP,,1958,1958,JI    HAD23,"HAD Launcher 23, Johnston Island",-,-169.5240,16.7370,0.0200,USAF,-                -,,-
JQ,LA2A,-,LP,,1968,*,JQ    LA2A,"Launch Area 2 Pad 5020, North Launch Site, Jiuquan Space Center",-,100.3133,41.3062,0.0001,CN,-                -,,-
JQ,LA2B,-,LP,,1968,*,JQ    LA2B,"Launch Area 2 Pad 138, North Launch Site, Jiuquan Space Center",-,100.3188,41.3065,0.0001,CN,-                -,,-
JQ,LA3,-,LP,,1968,*,JQ    LA3,"Launch Area 3A/B, Jiuquan Space Center",-,100.3047,41.2805,0.0010,CN,-                -,,-
JQ,LA3B,-,LP,,1968,*,JQ    LA3,"Launch Area 3B, Jiuquan Space Center",-,100.3048,41.2831,0.0010,CN,-                -,,-
JQ,SLS,-,LP,,1999,*,JQ    SLS,"South Launch Site, Jiuquan Space Center",-,100.2912,40.9580,0.0020,CN,-                -,,-
JQ,SLS-1,-,LP,,2008,*,JQ    SLS-1,"Pad 921, South Launch Site-1, Jiuquan Space Center",-,100.2912,40.9580,0.0002,CN,-                -,,-
JQ,SLS-2,-,LP,,2008,*,JQ    SLS-2,"Pad 603, South Launch Site-2, Jiuquan Space Center",-,100.2980,40.9605,0.0002,CN,-                -,,-
JQ,SLS-E,-,LP,,2008,*,JQ    SLS-E,"KZ-1 pad, South Launch Site-East, Jiuquan Space Center",-,100.3435,40.9691,0.0002,CN,-                -,,-
JQ,Pad 921,-,LP,,2008,*,JQ    SLS-1,"Pad 921, South Launch Site-1, Jiuquan Space Center",-,100.2912,40.9580,0.0002,CN,-                -,,-
JQ,Pad 603,-,LP,,2008,*,JQ    SLS-2,"Pad 603, South Launch Site-2, Jiuquan Space Center",-,100.2980,40.9605,0.0002,CN,-                -,,-
JQ,Pad 43/91,-,LP,,2008,*,JQ    SLS-1,"Pad 921, South Launch Site-1, Jiuquan Space Center",-,100.2912,40.9580,0.0002,CN,-                -,,-
JQ,Pad 43/94,-,LP,,2008,*,JQ    SLS-2,"Pad 603, South Launch Site-2, Jiuquan Space Center",-,100.2980,40.9605,0.0002,CN,-                -,,-
KARK,L1,-,LP,,1965 May 25,1965 May 30,KARK  L1,"Launcher 1, Cape Karikari, North Island, New Zealand",-,173.4053,-34.8250,0.0001,NASA,-                -,,-
KARK,L2,-,LP,,1965 May 25,1965 May 30,KARK  L2,"Launcher 2, Cape Karikari, North Island, New Zealand",-,173.4053,-34.8250,0.0001,NASA,-                -,,-
KART,BRK2 PU2,-,LP,,1981,1988,Kartaly-6 2-2,"Silo PU2, Site BRK2, Kartaly missile base","Kartaly-6, Chelyabinsk",60.6000,52.9000,0.5000,RVSN,-                -,,-
KART,BRK4 PU1,-,LP,,1981,1988,Kartaly-6 4-1,"Silo PU1, Site BRK4, Kartaly missile base","Kartaly-6, Chelyabinsk",60.6000,52.9000,0.5000,RVSN,-                -,,-
KART,BRK4 PU2,-,LP,,1981,1988,Kartaly-6 4-2,"Silo PU2, Site BRK4, Kartaly missile base","Kartaly-6, Chelyabinsk",60.6000,52.9000,0.5000,RVSN,-                -,,-
KART,BRK4 PU6,-,LP,,1981,1988,Kartaly-6 4-6,"Silo PU6, Site BRK4, Kartaly missile base","Kartaly-6, Chelyabinsk",60.6000,52.9000,0.5000,RVSN,-                -,,-
KASC,TMP,-,LP,,1960,*,KASC  TMP,"Temporary pad, Kagoshima Space Center, Kagoshima, Kyushu, Nippon",-,131.0790,31.2500,0.0010,ISAS,-                -,,-
KASC,K,-,LP,,1963,*,KASC  K,"Kappa Pad, Kagoshima Space Center",-,131.0820,31.2470,0.0010,ISAS,-                -,,-
KASC,L,-,LP,,1963,1977,KASC  L,"Lambda Pad, Kagoshima Space Center",-,131.0820,31.2470,0.0010,ISAS,-                -,,-
KASC,M,-,LP,,1966,1995,KASC  M,"Mu Pad, Kagoshima Space Center",-,131.0848,31.2474,0.0001,ISAS,-                -,,-
KASC,M1,M,LP,,1966,1995,KASC  M1,"Refurbished Mu Pad, Kagoshima Space Center",-,131.0848,31.2474,0.0001,ISAS,-                -,,-
KASC,EP,M,LP,,2013,*,USC Epsilon,"Epsilon Pad, Uchinoura Space Center",-,131.0848,31.2474,0.0001,ISAS,-                -,,-
KASC,M-V,-,LP,,1997,*,KASC  M-V,"M-V Pad, Kagoshima Space Center",-,131.0850,31.2470,0.0010,ISAS,-                -,,-
KAU,LC1,-,LP,,1962 Jun,*,KAU   LC1,"Pad 1, Kauai Test Facility (KTF), Barking Sands, Kauai",-,-159.7770,22.0580,0.0040,USN,-                -,,-
KAU,LC10,-,LP,,1962,*,KAU   LC10,"Launcher 10, Kauai Test Facility (KTF), Barking Sands, Kauai",-,-159.7800,22.0600,0.0200,USN,-                -,,-
KAU,LC12,-,LP,,1962,*,KAU   LC12,"Launcher 12, Kauai Test Facility (KTF), Barking Sands, Kauai",-,-159.7819,22.0604,0.0001,USN,-                -,,-
